Код,"Альтернативный код",Бренд,Наименование,Применение,"Цена закупки","Цена продажи",Количество,Склад,"Локальный склад?","Фото детали"
KM0703148,08110242/577242P100/CRKK40L/DRKK36/PXCUB029/QM0628P/TS577242P100,TOPIC,"Тяга рульова ліва","Sorento 09~",0,198,2,"Кременчуг - 1",1,
2151323001,005565S/ADA100105/K995621400/MD050317/MF660035/N0138492/115100/0209725/1005306/2091046/05073946AA/11026HG00B/14X20X15/5073946AA/MN960041/N138492/10280060/11023582/94525114/417008900/0870073700/995641400/2151321000/2151323000/4528236000/5000254857/007603014106/7703062043,KIA-HYUNDAI,"Прокладка сливной пробки",UNIV,0,11,53,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2151323001-hyundai-01.jpg
BAEQ111,273012B000/85.30278/0986221062/060717111012/ADG01445/CK33/CL566/ECI00002Y/EKIL9143/GN1060112B1/IC009/IC16124/JM5167/KM0900638/LCA014/SC0814/U5072/ZS474/880246/8010582,"MAGNETI MARELLI","Котушка запалювання","Cerato Elantra",0,527,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/baeq111-magneti-marelli-03.jpg
SLH0036,548301J000/548301J500/548301P000/ADG085137/BSG40310070/CLK036L/CLKH43L/GSTH008/H23HD891/HY367/J60542OEM/J60542YMT/KM0702786/LKK34L/N4960525/PXCLB004/PXCLB004S/QL0646P/S548301J000/SL1053/SLK8200L/SLKH055/SLKH55/SLKK61/SMSLH053/SQLKK34L/TC2284/2306198/3584401/90934559,MANDO,"Стойка стабилизатора переднего левая","I20 08~ Venga",0,180,1,"Кременчуг - 1",1,
223114A020,EGHMH00061/GGHH040/KM0400931MT/PGAM068/Z04GSKMT00587,KAP,"Прокладка ГБЦ","H-1 D4CB Sorento",0,522,1,"Кременчуг - 1",1,
955508C000,,SINWON,"Реле поворотов","HD65 HD72",0,288,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/955508c000-sinwon-03.jpg
924012L110,,KIA-HYUNDAI,"Фонарь задний левый","I30 WGN",0,2655,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/924012l110-hyundai-04.jpg
291352L000,,KIA-HYUNDAI,"Защита радиатора боковая левая",i30,0,77,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/291352l000-hyundai-03.jpg
4872109102,4872109100/4872109101,"SSANG YONG","Шланг тормозной задний правый",KYRON/REXTON,0,342,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4872109102-ssang-yong-02.jpg
1430085257B,1430085256B/577994D200,KIA-HYUNDAI,Шплинт,Univ,0,0,9378,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1430085257b-kia-hyundai-01.jpg
0K85067740,K85067740,SINWON,"Реле света",Univ,0,176,1,"Кременчуг - 1",1,
1360212003,1360212001/1360312001/1360312003/1360312006B/K999711200/K999711200B/999711200,KIA-HYUNDAI,"Шайба крепления",Univ,0,5,18,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1360212003-kia-hyundai-01.jpg
361602G200,,MANDO,"Обмотка стартера","H1 07~ IX35 09~ Sonata 10~ CM10 10~ Genesis Coupe 12~ Santa Fe 12~",0,1350,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/361602g200-mando-03.jpg
5838345400,,KIA-HYUNDAI,"Возвратная пружина тормозных колодок",,0,99,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5838345400-hyundai-01.jpg
K04GSKGR00650,223113E050/223113E150/KM0400391GR/KM0400391MT/KM0400397MT/PGAM100,KAP,"Прокладка ГБЦ права","Santa Fe 07~ 2,7L Magentis 2,7L Carnival 06~",0,252,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/k04gskgr00650-kap-02.jpg
8532521000IA,8532521000OI/8532521000,KIA-HYUNDAI,"Клипса внутренней панели кузова",Univ,0,7,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8532521000ia-hyundai-01.jpg
58102M3A10,5810228B00/D4268/D4985C/FK254921/KOS1204/P544802/254016/254921/5510056820,KOS,"Ремкомплект суппорта тормозного переднего (на 2 суппорта) 54 mm","Lantra 95-00 Coupe 95-00 Matrix 00~",0,54,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/58102m3a10-kos-02.jpg
934903M000,,KIA-HYUNDAI,"Контактная группа AIR-BAG","Genesis 08~",0,2538,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934903m000-kia-hyundai-02.jpg
361202B300,,KIA-HYUNDAI,"Реле втягивающее стартера","1.4i i20 12~ i30 09~  i40 11~  iX20 11~  Tucson 10~ Veloster 11-14 Carens 12~  Ceed 06~ Rio 11~  Soul 11~ Sportage 10~ Venga 09~",0,1440,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/361202b300-hyundai-01.jpg
96213632,,"GENERAL MOTORS","Уплотнение стекла двери левой",Nexia,0,320,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96213632-general-motors-02.jpg
645012D010,604002D000,KIA-HYUNDAI,"Панель арки колеса левая","Elantra 2000~",0,1283,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/645012d010-hyundai-01.jpg
6611803309,A6611843325/ADG02131/AF223/DO709/EEOL0004Y/GFLG246/HU951X/KS0100004/N1310403/OE0016/OX1231D/PBD007/586517/15410631/1457429278/6611843325,ONNURI,"Фильтр масляный","Rexton 2.9D",0,86,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6611803309-onnuri-02.jpg
287512T200,KM0400363MT/256556/890911/2876437000/2876437020,KIA-HYUNDAI,"Прокладка глушителя (приёмной трубы)",Univ,0,149,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/287512t200-hyundai-02.jpg
971593J000,D267AD6BA03P,HCC,"Привод заслонки отопителя","Veracruz 06~ IX55",0,464,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/971593j000-hcc-02.jpg
456653B600,,KIA-HYUNDAI,"Кольцо уплотнительное маслянного насоса АКПП",Univ,0,198,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/456653b600-hyundai-01.jpg
96413864,EBT10054K/GT30530/KBED018/KG0800053/T42122/VKM25156/55313/636420/5636454/09240033/9240033/55352713/532047810,KAP,"Ролик ремня грм обводной правый (метал.)","Lacetti 07~",0,171,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96413864-kap-02.jpg
971541H000,,HCC,"Привод заслонки отопителя","Ceed 06~",0,315,2,"Кременчуг - 1",1,
97312A5100,,KIA-HYUNDAI,"Патрубок системы отопления, выход","Elantra 11-16",0,477,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/97312a5100-kia-hyundai-01.jpg
587311E000,587311E000DS/ADG053210/BF0894/853479/1330853479,KIA-HYUNDAI,"Шланг тормозной передний левый","Accent 06-11 Rio 05-11",0,392,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/587311e000-hyundai-02.jpg
0K01713Z40,0K01713Z40B/0K02413Z40/0K02413Z40A/A1731/A1753/A9410/B20310PR/GFAK009/H01KA016/J1320305/K02AIRSD00007/KM0200050/LFAF406/LX1821/MAF049/PAB013,"OEM KOREA","Фильтр воздушный","Sportage 94-97",0,90,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k01713z40-oem-korea-02.jpg
986302F200,986302F050,KIA-HYUNDAI,"Форсунка омывателя лобового стекла левая","Cerato 04-09",0,90,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/986302f200-kia-02.jpg
1411ABHAH0,5306839000,"PYUNG HWA","Сальник дифференциала заднего","Santa Fe 4WD",0,27,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1411abhah0-pyung-hwa-01.jpg
8761125730,KM1200256/8761125700/8761125750,KIA-HYUNDAI,"Стекло зеркала заднего вида левое","Accent  99~",0,356,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8761125730-hyundai-02.jpg
CEKK26L,07100112/07110112/CEKH29/DEKH15/DEKK20/ED9011/EKH24L/EX5682038000/KM0700750/QN0810P/SQEKH24L/YEH11/Z07ENDSD03755/5682038000/5778038000,CTR,"Наконечник рулевой левый","Sonata EF, XG,Magentis",0,225,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cekk26l-ctr-03.jpg
2538038001,253803D180/B100BB1BA01P/B100BBWAA16P/F30043033F/GRFH039/H2538038001/HC2538038001/K01800119P/K05FANSD00027/KM0500087/KM0500305/PXNAA007/Z05FANSD00039/2538038200,TOPIC,"Дифузор радіатора в зборі","Sonata EF 2.0L Magentis 2.0L",0,1332,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2538038001-topic-02.jpg
17632,,NARVA,"Лампа накаливания"" Indicator lamps with wedge base W21W""","12В 21Вт",0,43,4,"Кременчуг - 1",1,
577242P000,08110241/CRKK40R/DRKK35/K07BJTYRK30/KM0703147/PXCUB028/QM0629P/RKK38/SMTIK030/SQRKK38/TS577242P000/YRK30,TOPIC,"Тяга рульова права","Sorento 09~",0,153,2,"Кременчуг - 1",1,
641012V010,641002V010/641012V000/641012V011/M101EJAAA02P,HCC,"Панель передня","Veloster 11~",0,4725,2,"Кременчуг - 1",1,
KM0701138,0B09246041/KKY0146041,TOPIC,"Втулка тяги механизма выбора передач","Univ KIA 94-03",0,18,9,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/km0701138-topic-01.jpg
2742002610,,"VALEO PHC","Провод высоковольтный (свечи 1-го цилиндра)","Picanto 1,1L Getz 1,1L Atos 1,1L",0,90,1,"Кременчуг - 1",1,
2533325100,,KIA-HYUNDAI,"Кронштейн крепления радиатора верхний","Accent 99-05",0,77,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2533325100-kia-hyundai-01.jpg
5455107000,1011CABAH0/EG5455107000/KM0700505/KM0700505PH/Z07BSHPH04352/Z07BSHSD02745/5455107001,GEUNYOUNG,"Сайлентблок переднего рычага (передний)",,0,27,5,"Кременчуг - 1",1,
DCC010699,545513K000/545513L000/CBH055/CVKH75/DCC01069/DCC010698/EG545513K000/GBUH187/H23HD016/HYABNF3/J40545H/K07BSHSD02748/KBUH187/KM0702577/N4230509/PXCBA015FL/QS0845BP/SMBKU282/887619/12062279,MANDO,Сайлентблок,"Sonata NF, Grandeur",0,99,2,"Кременчуг - 1",1,
253802K000,404098D/40W351/416523W2/B100FG8AA01P/FP40W351/H253802K000/HC253802K000,HCC,"Дифузор радіатора в зборі",Soul,0,1935,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/253802k000-hcc-04.jpg
Z11BLTPK00242,0K2CP15909/H11BLTPK00243/KM1100136/KM1100136GATE,KAP,"Ремень гидроусилителя","Carens 02-06",0,117,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/z11bltpk00242-kap-01.jpg
1471175006B,,KIA-HYUNDAI,Хомут,Univ,0,18,90,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1471175006b-hyundai-02.jpg
1011AATAH0,131I1F1/ADG08003/ADG08013/ADG080191/CBH001/CVKH17/CVKH29/DCC010611/DCC010613/KM0700504/KM0700504PH/QS0804AP/RUH03/Z07BSHPH04375/Z07BSHSD02774/5455102000/5455122000/5455122100,"PYUNG HWA","Сайлентблок переднего рычага","Accent 94-99 Atos",0,59,1,"Кременчуг - 1",1,
2221137201,0124418SX/KM0100136/KM0100136CHN/Z01VLVCN01147/2221137202,TOPIC,"Клапан впускной","Tucson 2.7L Santa Fe 2.7L",0,68,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2221137201-topic-01.jpg
K01CRKCN00134,0K6Z111SG0/KM0100412,KAP,"Вкладыши коренные (STD)","Pregio 2,7 K2700",0,266,1,"Кременчуг - 1",1,
471251250,13X1250/1854729/0520131250,TRW,"Ремень клиновой",Univ,0,108,1,"Кременчуг - 1",1,
5847145400,,KIA-HYUNDAI,"Регулятор зазора тормозных колодок",,0,549,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5847145400-hyundai-01.jpg
Z04GSKMT00968,DM2231145010/KM0400160MT/PGAM021/2231145010,KAP,"Прокладка ГБЦ",HD65/72,0,396,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/z04gskmt00968-kap-01.jpg
5816333000,581633E200,KIA-HYUNDAI,"Болт супорта",Sorento,0,25,14,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5816333000-kia-02.jpg
3921023800,KM0900307OE,TOPIC-OEM,"Лямбда-зонд (в коллекторе)","i30 Elantra Ceed Soul Carens Coupe",0,1152,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3921023800-topic-oem-01.jpg
361452B300,361452B300OEM/361452B302/361452B303,KIA-HYUNDAI,"Бендикс стартера","Ceed i30 Venga",0,1350,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/361452b300-hyundai-03.jpg
645022D010,,KIA-HYUNDAI,"Панель арки колеса правая","Elantra 2000~",0,1890,1,"Кременчуг - 1",1,
1898005929,,KIA-HYUNDAI,"Предохранитель 80А",Univ,0,126,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1898005929-hyundai-01.jpg
971330C000,,HCC,"Фильтр салона","Accent 11~ Rio 11~ Solaris",0,99,19,"Кременчуг - 1",1,
4142132000,CFWA042/CT0801/CT0820/EBC00008K/GBEH020/H01CLUKT00261/HDK153/HDK223/KBEH020/KM0800042/PRB200/PRB96/PSAA012/S4142123020/S4142132000/SRB128/VKD31500/VKD43669/Z01CLUSD00308/3430240/25302200/3151654262/4142123000/4142123010/4142123020/4142132020,"VALEO PHC","Підшипник вижимний зчеплення","Elantra (07~) Accent 06~ Cerato (06~) 1,6i 1.8i 1.6TD",0,306,11,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4142132000-valeo-phc-02.jpg
2102026405,HCJA025S/2102022100/2102026200,KIA-HYUNDAI,"Вкладиші корінні (STD-AA)","Cerato 1.6L 04-06 Elantra 1.6 00-06 Getz 1.4L/1.6L Matrix Accent",0,140,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2102026405-hyundai-02.jpg
393002F000,,KIA-HYUNDAI,"Датчик положения распредвала","2.2TCI Santa Fe 10~ IX35 11~",0,369,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/393002f000-hyundai-02.jpg
863641C310,,KIA-HYUNDAI,"Молдинг решетки радиатора правый","Getz 06~",0,315,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/863641c310-hyundai-03.jpg
2306026425,BTH051020STD/CJA026S/HCJA026S/K01CONCN00046/KM0100191/2306022540/2306022710/2306022720/2306026210/2306026220/2306026625/2306026640/23060266640,KFM,"Вкладиші шатунні (STD) (NO COLOR) 1 шийка","XD 1.6 Cerato 1.6 Getz  1.6",0,216,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2306026425-kfm-02.jpg
C1114,2750123A00/2750123B00/2750123B01/2750123B70/EWTH00013H/KM0900655/PEAE52/Z09HTWSD00102,"VALEO PHC","Провод высоковольтный (комплект)","Coupe,Elantra,Matrix, Cerato 2.0L,Tucson 2.0L",0,405,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/c1114-valeo-phc-02.jpg
VKD30625,FR0815/HDK063/SDKI114/VKD30905/4110039000/4110039110/4110039111,"VALEO PHC","Диск сцепления","Sonata EF 2,0L Magentis ~06 2,0L",0,720,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/vkd30625-valeo-phc-02.jpg
819963V040,,KIA-HYUNDAI,"Ключ-заготовка (лезвие)","Grandeur 11~ Azera",0,275,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/819963v040-hyundai-01.jpg
553302S150,,KIA-HYUNDAI,"Опора амортизатора заднього c пильовиком і відбійником","IX 35 Sportage (Slov) 10~",0,387,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/553302s150-hyundai-02.jpg
MD06Y33042,KM0704115,TOPIC,"Гайка задньої маточини","Rio 00-05 Pride 97-01",0,21,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/md06y33042-topic-01.jpg
17315,,NARVA,"Лампа накаливания",10W,0,21,1,"Кременчуг - 1",1,
KKY0134153A,CRK016/CVKK40/GBUK049/K07BSHSD02826/KM0704094/MD00134153A/PXCRB019BS,TOPIC,"Втулка стабілізатора (в важіль)","Pride Avella",0,14,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/kky0134153a-topic-01.jpg
5049002,POP76001ER/550542/3730102,KLOKKERHOLM,"Порог правый","Kadett E универсал
Kadett E хэтчбек
Astra Mk хэтчбек",0,558,1,"Кременчуг - 1",1,
KM0100257,KM0100257CHN/Z01ARMCN00012/2453142500/2453142501/2453142800/2453142801/2453142880,TOPIC,"Коромысло клапана двигателя впуск",H-1,0,131,30,"Кременчуг - 1",1,
813922F000,813922F000_XX,TOPIC,"Трос замка двери правой передней (черный)",Cerato ,0,108,25,"Кременчуг - 1",1,
K04SILSD00999,1411AARAI1/1411AATAI0/1411CABAI0/1411CCFAI0/222242B000/222242B000QQH/222242B001/CV0808/KM0400077/KOVS070/2222402500,KAP,"Сальник клапана выпускного","Cerato 06~ Ceed Elantra 06~ i30 1.6L",0,8,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/k04silsd00999-kap-02.jpg
223113E150,223113E050/K04GSKGR00650/KM0400391GR/KM0400391MT/KM0400397MT/PGAM100,TOPIC-MT,"Прокладка ГБЦ права","Santa Fe 07~ 2,7L Magentis 2,7L Carnival 06~",0,306,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/223113e150-topic-mt-01.jpg
8199634010,8199838010,KIA-HYUNDAI,"Ключ-заготовка  иммобилайзер","Sonata 99~",0,765,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8199634010-hyundai-03.jpg
291101F000,,KIA-HYUNDAI,"Защита двигателя передняя","Sportage 05~ 2,0i",0,1692,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/291101f000-kia-hyundai-02.jpg
587370X300,24.52860400.3/587370X300DS/ADG053272/80903/853497/19036844/815043226,KIA-HYUNDAI,"Шланг тормозной зад. лев.","i10 07~ 11~",0,252,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/587370x300-hyundai-02.jpg
43082,A2023233800/24018562,MONROE,"Амортизатор передний",Mercedes,0,990,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/43082-monroe-01.jpg
3737045050,,KIA-HYUNDAI,"Регулятор напряжения генератора","HD65 HD72 04~~",0,743,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3737045050-hyundai-01.jpg
319122F900,,KIA-HYUNDAI,"Кронштейн крепления фильтра","Cerato 04~",0,180,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/319122f900-kia-hyundai-04.jpg
811902Y000,811902S000/KM0703837,KIA-HYUNDAI,"Трос открытия замка капота (от ручки)","IX35 10~",0,288,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/811902y000-kia-hyundai-01.jpg
FBX100,DOT4/1987479107,FERODO,"Жидкость тормозная DOT 4 1л",,0,162,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/fbx100-ferodo-01.jpg
2351545900,,SJC,"Втулка шатуна","HD72 HD78 (D4DB)",0,216,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2351545900-sjc-03.jpg
2221142850,H01VLVCN01157/KM0100142/KM0100142CHN,TOPIC,"Клапан впускной","H-1 (D4BF)",0,68,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2221142850-topic-01.jpg
CERATO2010,,Монолит,"Руководство по ремонту, инструкция по эксплуатации.","Cerato 10~",0,295,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cerato2010-Монолит-02.jpg
PXNKC002,DA03050/EU03005/EU03050/GF03002/KG0500027/NACS002/P93747011/R90032A/93747011,PMC,"Кожух вентилятора",LANOS,0,138,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/pxnkc002-pmc-02.jpg
956254A100,,KIA-HYUNDAI,"Датчик ABS задний левый","H-1 96-05",0,1278,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/956254a100-hyundai-02.jpg
ACCENT2006,,Монолит,"Руководство по ремонту и эксплуатации","Accent 06-12",0,135,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/accent2006-Монолит-02.jpg
96323563,988201C000/KCWC14/575535/3397011211/9882017000/9882026000,"GENERAL MOTORS","Щётка стеклоочистителя заднего","Getz Matrix",0,149,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96323563-general-motors-01.jpg
6812008130,ADG02531/AS802/AS802C/ECF00067M/FAASS01/GFCY006/IPCASS05/IPCASS05C/J1340402/MCF044/PMD011,OEM,"Фильтр салона","Rexton 02~",0,104,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6812008130-oem-01.jpg
416103E010,CMLA055/KCC0140,KIA-HYUNDAI,"Циліндр зчеплення головний","Sorento 06~",0,824,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/416103e010-kia-01.jpg
555132S000,CRH106R/CVKH193/DCC010232,KIA-HYUNDAI,"Втулка стабилизатора заднего","IX 35 10~ (2WD)",0,72,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/555132s000-hyundai-06.jpg
2221223000,CZA008E,KIA-HYUNDAI,"Клапан выпускной","Lantra 1.8L 2.0L 95-00 Coupe",0,207,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2221223000-hyundai-01.jpg
94535748,000018BP01/0K01318110/0K23A18110/0K50A18110/1UD018110/2240155Y16/22401AA310/22401AA320/22401AA540/22401KA080/980795485V/AZ0818110/BP0118110/BPR5E11/BPR5EY11/MS851022/Q16TT/W16EPR/W16EPRU/W16EPRU11/9012097/93188550/96130723/96353255/96376288/96503394/96503395/7700500048/9091901064/9091901223/9091901224/9807955817,NGK,"Свеча зажигания",Univ,0,63,6,"Кременчуг - 1",1,
976444D800,976444D800FFF,KIA-HYUNDAI,"Диск шкива кондиционера",Univ,0,554,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/976444d800-kia-03.jpg
2306002592,KM0100172/Z01CONCN00104,KFM,"Вкладиші шатунні (0.50)","1.1i Getz 02-06 Atoz",0,198,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2306002592-kfm-03.jpg
5836624000,5836624001,KIA-HYUNDAI,"Регулятор зазора тормозных колодок правый",Univ,0,23,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5836624000-hyundai-02.jpg
868610X000,,KIA-HYUNDAI,"Брызговик задний левый перед колесом",i10,0,36,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/868610x000-hyundai-02.jpg
KK15126042,KM0704064/Z07NUTSD04076,TOPIC,"Гайка задньої маточини","Rio 00-05 Pride 97-01",0,14,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/kk15126042-topic-01.jpg
17316,,NARVA,"Лампа накаливания",10W,0,15,7,"Кременчуг - 1",1,
02875013,03212/DCC010800/G07BSHAS02722/G07BSHSD02721/J70003/J70003D/KG0700004/KG0700004ASSY/KSPD062/SP0511/202418/2875013,TOPIC,"Тяга стійки стабілізатора",Lanos,0,5,24,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/02875013-topic-01.jpg
Q20PRU11,0002335903/14FR6DUX/14FR7KPUV/2240101P16/2240199B09/7LCR/1120828/5099728/980795614A/980795614L/BCP6E/BCP6ES/BCP6ES11/BCPR6EIX11P/BCPR6EY/CET2/CET2SB/F22018110/Q20TT/RFC58LZ/VLINE12/Z150/Z99/ZFR6A11/9807956148/9807956158,DENSO,"Свеча зажигания",Univ,0,63,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/q20pru11-denso-02.jpg
223113E100,223113E000/223113E001/K04GSKGR00639/K04GSKGR00643/KM0400015GR/KM0400015MT/KM0400394GR/KM0400394MT/PGAM099,TOPIC-MT,"Прокладка ГБЦ ліва","Santa Fe 07~ 2,7L Magentis 2,7L Carnival 06~",0,306,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/223113e100-topic-mt-01.jpg
548403R000,548403R000AS/CLH035R/CLKH44R/H07LNKSD02655/KM0702833/LKH40R/PXCLA053S/QL0866P/SL1046/SLK8120R/SLKH58/SMSLH046/SQLKH40R/YLH46,DOOHAP,"Стойка стабилизатора переднего правая","Sonata YF",0,149,2,"Кременчуг - 1",1,
2744002610,,"VALEO PHC","Провод высоковольтный (свечи 3-го цилиндра)","Picanto 1,1L Getz 1,1L Atos 1,1L",0,90,1,"Кременчуг - 1",1,
KM0400903MT,223112B003/223112B004/223112B004FFF/EGHGH00042/EGHMH00079/EGHNH00063/KM0400902MT/Z04GSKMT00582,TOPIC-METALL,"Прокладка ГБЦ","Elantra 06~ 1.6L, i30 1.6L",0,279,1,"Кременчуг - 1",1,
IJ113010,527302H000/BR930652/CMA078/GH31620T/MR0889/R18430/S527302H000/VKBA6905,ILJIN,"Маточина задня (з підшипником)","Elantra 06-11 Ceed 06-11",0,1440,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/ij113010-iljin-05.jpg
361802E500,,KIA-HYUNDAI,"Задний кронштейн стартера","H1 07~ IX35 09~ Sonata 10~ CM10 10~ Genesis Coupe 12~ Santa Fe 12~",0,288,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/361802e500-hyundai-02.jpg
9567007500,EX9567007500,KIA-HYUNDAI,"Датчик ABS передний правый","Picanto 08~",0,1782,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/9567007500-kia-02.jpg
2351727100,2351727000,SJC,"Втулка шатуна","Univ dizel",0,104,2,"Кременчуг - 1",1,
0K20432600B,0K20432600/0K20432600A/K07PWPRE04194/KM0701213RBLT,TOPIC,"Насос гідропідсилювача",Sephia,0,1935,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k20432600b-topic-01.jpg
COUNTY1998,,Монолит,"Руководство по ремонту, инструкция по эксплуатации.","County 98 (С1/С2/С3/С4) Real Богдан А-069",0,225,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/county1998-Монолит-02.jpg
2221223000,CZA008E,KAP,"Клапан выпускной","Lantra 1.8L 2.0L 95-00 Coupe",0,90,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2221223000-kap-02.jpg
0K6Z111SF0,CJB009A/K01CONCN00091/KM0100410,TOPIC,"Вкладыши шатунные (0.25)","Pregio 2,7 K2700",0,306,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k6z111sf0-topic-03.jpg
